article_name,country,region,revision_id,article_quality,population
Eduard Müller (Swiss politician),switzerland,EUROPE,791850486,Start,8.634
Philipp Etter,switzerland,EUROPE,791850644,Start,8.634
Jean Bourgknecht,switzerland,EUROPE,791850708,Stub,8.634
Roger Bonvin,switzerland,EUROPE,791850778,Stub,8.634
Hans Hürlimann,switzerland,EUROPE,791850822,Stub,8.634
Alphons Egli,switzerland,EUROPE,791850872,Stub,8.634
Ruth Dreifuss,switzerland,EUROPE,791851341,C,8.634
Adolf Ogi,switzerland,EUROPE,791851588,Start,8.634
Corina Casanova,switzerland,EUROPE,791852747,Start,8.634
Annemarie Huber-Hotz,switzerland,EUROPE,791852890,Start,8.634
François Couchepin,switzerland,EUROPE,791852949,Start,8.634
Hans Schatzmann,switzerland,EUROPE,791853070,Stub,8.634
Gottlieb Ringier,switzerland,EUROPE,791853199,Start,8.634
Adolf von Steiger,switzerland,EUROPE,791853296,Stub,8.634
Robert Käslin,switzerland,EUROPE,791853346,Stub,8.634
George Bovet,switzerland,EUROPE,791853442,Stub,8.634
Karl Huber (politician),switzerland,EUROPE,791853571,Start,8.634
Charles Oser,switzerland,EUROPE,791853607,Stub,8.634
Oskar Leimgruber,switzerland,EUROPE,791853666,Start,8.634
Ursula Wyss,switzerland,EUROPE,791853941,Start,8.634
Nelly Wicky,switzerland,EUROPE,791854057,Stub,8.634
Christine Egerszegi,switzerland,EUROPE,791854238,Stub,8.634
Jacqueline Fehr,switzerland,EUROPE,791854466,Start,8.634
Ursula Koch,switzerland,EUROPE,791854766,C,8.634
Chantal Galladé,switzerland,EUROPE,791855311,Start,8.634
Regula Rytz,switzerland,EUROPE,791855368,C,8.634
Marlies Bänziger,switzerland,EUROPE,791855430,Start,8.634
Balthasar Glättli,switzerland,EUROPE,791855523,Start,8.634
Daniel Jositsch,switzerland,EUROPE,791855978,Start,8.634
Alfred Rasser,switzerland,EUROPE,791856215,C,8.634
Johann Konrad Kern,switzerland,EUROPE,791862470,C,8.634
Jonas Furrer,switzerland,EUROPE,791862732,Start,8.634
François Briatte,switzerland,EUROPE,791862804,Stub,8.634
Johann Jakob Rüttimann,switzerland,EUROPE,791862857,Stub,8.634
Paul Migy,switzerland,EUROPE,791862903,Stub,8.634
Johann Jakob Stehlin,switzerland,EUROPE,791863022,Stub,8.634
Friedrich Peyer im Hof,switzerland,EUROPE,791863055,Stub,8.634
Johann Baptist Weder,switzerland,EUROPE,791863114,Stub,8.634
Hans von Hallwyl (1835–1909),switzerland,EUROPE,791863439,Stub,8.634
Josef Stutz,switzerland,EUROPE,791863505,Stub,8.634
Paul Lüönd,switzerland,EUROPE,792169537,Stub,8.634
Christian Levrat,switzerland,EUROPE,792215648,Stub,8.634
Ralph Lewin,switzerland,EUROPE,792215738,Stub,8.634
Bruno Frick,switzerland,EUROPE,792490146,Stub,8.634
Carlo Schmid-Sutter,switzerland,EUROPE,793172804,Stub,8.634
Urs Schwaller,switzerland,EUROPE,793302748,Stub,8.634
Karin Keller-Sutter,switzerland,EUROPE,793302932,Start,8.634
Frank Melloul,switzerland,EUROPE,793508623,Start,8.634
Charles-Louis Rochat,switzerland,EUROPE,793640297,Stub,8.634
Chaïm Nissim,switzerland,EUROPE,793786438,C,8.634
Christian Lüscher,switzerland,EUROPE,794167531,Start,8.634
Christian Waber,switzerland,EUROPE,794176941,Stub,8.634
Esther Alder,switzerland,EUROPE,794189132,Stub,8.634
Rémy Pagani,switzerland,EUROPE,794189770,Stub,8.634
Christoffel Brändli,switzerland,EUROPE,794209132,Stub,8.634
Claude Hêche,switzerland,EUROPE,794618193,Stub,8.634
Claude Janiak,switzerland,EUROPE,794618256,Start,8.634
Natalie Rickli,switzerland,EUROPE,794752088,Stub,8.634
Ruth Metzler,switzerland,EUROPE,794910594,Start,8.634
Hans Conrad Escher von der Linth,switzerland,EUROPE,795294615,Stub,8.634
Walter Kälin,switzerland,EUROPE,795767767,Start,8.634
Tim Frey,switzerland,EUROPE,795988637,Start,8.634
Jakob Stämpfli,switzerland,EUROPE,797181078,Stub,8.634
Hans Martin Sutermeister,switzerland,EUROPE,798197920,C,8.634
Jacques Dicker,switzerland,EUROPE,798347714,Start,8.634
Enrico Celio,switzerland,EUROPE,798643996,Stub,8.634
Ulrich Ochsenbein,switzerland,EUROPE,798714044,Start,8.634
Daniel Vischer,switzerland,EUROPE,798876269,Stub,8.634
Walter Thurnherr,switzerland,EUROPE,799329401,Start,8.634
Augustin Keller,switzerland,EUROPE,799800790,Start,8.634
Max Leo Keller,switzerland,EUROPE,799801208,Start,8.634
Guy Parmelin,switzerland,EUROPE,800168071,Start,8.634
Walter Buser,switzerland,EUROPE,800178613,Start,8.634
Thomas Zeltner,switzerland,EUROPE,800297249,C,8.634
Adrien Lachenal,switzerland,EUROPE,800782132,Start,8.634
Ruth Humbel,switzerland,EUROPE,800811012,Start,8.634
Alfred Escher,switzerland,EUROPE,800957257,C,8.634
Marcel Pilet-Golaz,switzerland,EUROPE,801374163,Start,8.634
Sibel Arslan,switzerland,EUROPE,801397352,Stub,8.634
Thomas Minder,switzerland,EUROPE,801537215,Start,8.634
Pierre Maudet,switzerland,EUROPE,801610476,Start,8.634
Wangpo Tethong,switzerland,EUROPE,802021442,GA,8.634
Stéphane Rossini,switzerland,EUROPE,802500783,Start,8.634
Elisabeth Kopp,switzerland,EUROPE,802655398,Start,8.634
Christa Markwalder,switzerland,EUROPE,802682578,Start,8.634
Max Petitpierre,switzerland,EUROPE,802750759,Stub,8.634
Lucia Näfen-Zehnder,switzerland,EUROPE,803126175,Start,8.634
Ernst Sieber,switzerland,EUROPE,803460164,C,8.634
Thomas Holenstein,switzerland,EUROPE,804033853,Stub,8.634
Jean-Marie Musy,switzerland,EUROPE,804054223,Start,8.634
Johann Lukas Legrand,switzerland,EUROPE,804177928,C,8.634
Johann Rudolf Wettstein,switzerland,EUROPE,804215133,Start,8.634
Frédéric-César de La Harpe,switzerland,EUROPE,804357294,C,8.634
Edmond Davall,switzerland,EUROPE,804384981,Stub,8.634
Doris Leuthard,switzerland,EUROPE,804451577,C,8.634
Ferdinand Masset,switzerland,EUROPE,804703730,Stub,8.634
Niklaus Friedrich von Steiger,switzerland,EUROPE,804955688,Stub,8.634
Toni Brunner,switzerland,EUROPE,805124858,Start,8.634
Martin Bäumle,switzerland,EUROPE,805125187,Stub,8.634
Philipp Müller (politician),switzerland,EUROPE,805128280,Stub,8.634
Samuel Schmid,switzerland,EUROPE,805130372,Start,8.634
Hans Streuli,switzerland,EUROPE,805313523,Stub,8.634
Gerold Bührer,switzerland,EUROPE,805401261,Stub,8.634
Ignazio Cassis,switzerland,EUROPE,805669005,Start,8.634
Johann Jakob Sulzer,switzerland,EUROPE,806645820,Stub,8.634
Robert Haab,switzerland,EUROPE,807108198,Stub,8.634
Sergey Kalyakin,belarus,EUROPE,679547012,Stub,9.375
Sergei Gaidukevich,belarus,EUROPE,686406513,Stub,9.375
Nikolay Goloded,belarus,EUROPE,701588716,Stub,9.375
Vilhelm Knorin,belarus,EUROPE,705924765,Stub,9.375
Kirill Mazurov,belarus,EUROPE,706595386,Start,9.375
Hienadz Karpienka,belarus,EUROPE,711420432,Start,9.375
Tikhon Kiselyov,belarus,EUROPE,715821692,Stub,9.375
Moshe Gutman,belarus,EUROPE,717415506,Stub,9.375
Vyacheslav Nikolayevich Kuznetsov,belarus,EUROPE,718856696,Stub,9.375
Siamion Domash,belarus,EUROPE,718859337,Stub,9.375
Dzmitry Us,belarus,EUROPE,720046519,Stub,9.375
Alexander Radkov,belarus,EUROPE,721982623,Stub,9.375
Zmicier Zhylunovich,belarus,EUROPE,723962511,Stub,9.375
Jan Stankievič,belarus,EUROPE,736712716,Start,9.375
Natalia Petkevich,belarus,EUROPE,744871018,Start,9.375
Konstantin Gey,belarus,EUROPE,747553299,Stub,9.375
Ihar Rynkevich,belarus,EUROPE,753017338,Start,9.375
Valery Levaneuski,belarus,EUROPE,753017676,C,9.375
Vladimir Vasilievich Rusakevich,belarus,EUROPE,756453230,Start,9.375
Pyotra Krecheuski,belarus,EUROPE,757970199,Start,9.375
Nikolai Shelyagovich,belarus,EUROPE,761506820,Stub,9.375
Tatsiana Karatkevich,belarus,EUROPE,764012050,Stub,9.375
Fabijan Abrantovich,belarus,EUROPE,765122392,Start,9.375
Uładzisłau Kazłouski,belarus,EUROPE,765624825,Start,9.375
Aleksandr Aksyonov (politician),belarus,EUROPE,766288474,Stub,9.375
Nadezhda Grekova,belarus,EUROPE,768492299,Start,9.375
Ivan Bylinsky,belarus,EUROPE,768561712,Stub,9.375
Kuzma Kiselyov,belarus,EUROPE,769961907,Stub,9.375
Alyaksandr Tsvikievich,belarus,EUROPE,770919489,Stub,9.375
Iosif Adamovich,belarus,EUROPE,782047073,Stub,9.375
Uladzimir Nyaklyayew,belarus,EUROPE,782588910,C,9.375
Lyavon Barshchewski,belarus,EUROPE,783525567,Stub,9.375
Vladimir Brovikov,belarus,EUROPE,785202185,Stub,9.375
Vladimir Kumets,belarus,EUROPE,787388503,C,9.375
Alaksandar Milinkievič,belarus,EUROPE,788105756,C,9.375
Stanislav Shushkevich,belarus,EUROPE,788444996,C,9.375
Yan Gamarnik,belarus,EUROPE,788681266,Start,9.375
Tsimafei Dranchuk,belarus,EUROPE,790336924,Start,9.375
Pavel Pavlovich Kozlovsky,belarus,EUROPE,791685454,Stub,9.375
Lidia Yermoshina,belarus,EUROPE,792003552,Start,9.375
Gennady Grushevoy,belarus,EUROPE,792117537,Stub,9.375
Vladimir Parfenovich,belarus,EUROPE,794808030,Start,9.375
Andrei Sannikov,belarus,EUROPE,796602038,B,9.375
Mikola Statkevich,belarus,EUROPE,797383818,Start,9.375
Anton Luckievich,belarus,EUROPE,797638066,Stub,9.375
Aleksandr Potupa,belarus,EUROPE,797911629,C,9.375
Raman Skirmunt,belarus,EUROPE,799267451,Start,9.375
List of national leaders of Belarus,belarus,EUROPE,799791868,Start,9.375
Paluta Badunova,belarus,EUROPE,800353791,Stub,9.375
Ivan Yermachenka,belarus,EUROPE,801570901,Start,9.375
Alena Kupchyna,belarus,EUROPE,801753760,Start,9.375
Zhores Alferov,belarus,EUROPE,802820876,C,9.375
Zianon Pazniak,belarus,EUROPE,802956537,C,9.375
Nadezhda Abramova,belarus,EUROPE,803420882,Start,9.375
Franak Viacorka,belarus,EUROPE,803874322,C,9.375
Alyaksandr Kazulin,belarus,EUROPE,803977146,Start,9.375
Ivonka Survilla,belarus,EUROPE,804091808,Start,9.375
Vaclau Lastouski,belarus,EUROPE,804981879,Stub,9.375
Mikhail Kovalyov (politician),belarus,EUROPE,804981934,Stub,9.375
Uładzimir Hančaryk,belarus,EUROPE,804981987,Stub,9.375
Vincent Zhuk-Hryshkevich,belarus,EUROPE,804982119,Start,9.375
Alexander Chervyakov,belarus,EUROPE,804982205,Stub,9.375
Hienadz Buraukin,belarus,EUROPE,804982232,Start,9.375
Alaksandar Dubko,belarus,EUROPE,804982279,Stub,9.375
Vyacheslav Kebich,belarus,EUROPE,804982408,Start,9.375
Francišak Kušal,belarus,EUROPE,804982409,C,9.375
Zmitser Dashkevich,belarus,EUROPE,805581466,Start,9.375
Andrei Kim,belarus,EUROPE,805729423,Stub,9.375
Alexander Lukashenko,belarus,EUROPE,805906444,FA,9.375
Mikhail Kovalyov,belarus,EUROPE,806816085,Start,9.375
Panteleimon Ponomarenko,belarus,EUROPE,807031966,Start,9.375
Tadeusz Kościuszko,belarus,EUROPE,807337042,FA,9.375
Kalina Krumova,bulgaria,EUROPE,667906849,Start,6.9270000000000005
Poli Karastoyanova,bulgaria,EUROPE,682145001,Start,6.9270000000000005
Ivan Marazov,bulgaria,EUROPE,699876153,Stub,6.9270000000000005
Stoyan Alexandrov,bulgaria,EUROPE,706114162,Stub,6.9270000000000005
Teodor Teodorov,bulgaria,EUROPE,706905383,Stub,6.9270000000000005
Georgi Ivanov (mayor),bulgaria,EUROPE,707470046,Stub,6.9270000000000005
Ivan Chomakov,bulgaria,EUROPE,707476282,Stub,6.9270000000000005
Georgi Damyanov,bulgaria,EUROPE,709802383,Stub,6.9270000000000005
Dimitar Stanchov,bulgaria,EUROPE,710807598,C,6.9270000000000005
Tsonko Tsonev,bulgaria,EUROPE,711968244,Start,6.9270000000000005
Kiril Yordanov,bulgaria,EUROPE,713516807,Stub,6.9270000000000005
Nayden Zelenogorski,bulgaria,EUROPE,713577595,Stub,6.9270000000000005
Nikolai Kamov,bulgaria,EUROPE,715015120,Stub,6.9270000000000005
Tsola Dragoycheva,bulgaria,EUROPE,715344782,C,6.9270000000000005
Yane Yanev,bulgaria,EUROPE,718004725,C,6.9270000000000005
Hristo Atanassov,bulgaria,EUROPE,718256933,Start,6.9270000000000005
Sebihan Mehmed,bulgaria,EUROPE,722580411,Stub,6.9270000000000005
Rumen Ovcharov,bulgaria,EUROPE,724557814,Stub,6.9270000000000005
Denitsa Gadzheva,bulgaria,EUROPE,724830553,Stub,6.9270000000000005
Radan Kanev,bulgaria,EUROPE,724874883,Stub,6.9270000000000005
Nikolay Vasilev,bulgaria,EUROPE,724874973,Stub,6.9270000000000005
Evgeni Bakardzhiev,bulgaria,EUROPE,724997740,Start,6.9270000000000005
Muravey Radev,bulgaria,EUROPE,725011115,Stub,6.9270000000000005
Vilhelm Kraus,bulgaria,EUROPE,725012867,Stub,6.9270000000000005
Ventsislav Varbanov,bulgaria,EUROPE,725012892,Stub,6.9270000000000005
Magdalena Tasheva,bulgaria,EUROPE,725060631,Stub,6.9270000000000005
Desislava Taneva,bulgaria,EUROPE,725074396,Stub,6.9270000000000005
Svetoslav Luchnikov,bulgaria,EUROPE,725108755,Stub,6.9270000000000005
Mario Tagarinski,bulgaria,EUROPE,725126059,Start,6.9270000000000005
Dimitar Ludzhev,bulgaria,EUROPE,725128312,Start,6.9270000000000005
Nikolay Svinarov,bulgaria,EUROPE,725146422,Stub,6.9270000000000005
Yuliana Doncheva,bulgaria,EUROPE,725203334,Stub,6.9270000000000005
Veselin Vuchkov,bulgaria,EUROPE,725210256,Stub,6.9270000000000005
Neycho Neev,bulgaria,EUROPE,725318228,Stub,6.9270000000000005
Maya Manolova,bulgaria,EUROPE,726049777,Stub,6.9270000000000005
Andrey Toshev,bulgaria,EUROPE,727668907,Start,6.9270000000000005
Pencho Zlatev,bulgaria,EUROPE,731627850,Start,6.9270000000000005
Svilen Neykov,bulgaria,EUROPE,733098061,Stub,6.9270000000000005
Todor Kavaldzhiev,bulgaria,EUROPE,733523792,Stub,6.9270000000000005
Georgi Kyoseivanov,bulgaria,EUROPE,735641603,Start,6.9270000000000005
Krasimir Premyanov,bulgaria,EUROPE,736634005,Start,6.9270000000000005
Plamen Panayotov,bulgaria,EUROPE,736722592,Stub,6.9270000000000005
Nikola Lazarov,bulgaria,EUROPE,739166479,B,6.9270000000000005
Miroslav Naydenov,bulgaria,EUROPE,740016679,Start,6.9270000000000005
Todor Tanev,bulgaria,EUROPE,740157827,Stub,6.9270000000000005
Stanislav Stanilov,bulgaria,EUROPE,741881048,Stub,6.9270000000000005
Danail Papazov,bulgaria,EUROPE,743151792,Stub,6.9270000000000005
Konstantin Trenchev,bulgaria,EUROPE,743585297,Stub,6.9270000000000005
Emil Koshlukov,bulgaria,EUROPE,743586351,Stub,6.9270000000000005
Pavel Chernev,bulgaria,EUROPE,743995417,Start,6.9270000000000005
Bogomil Bonev,bulgaria,EUROPE,744119472,C,6.9270000000000005
Asparuh Panov,bulgaria,EUROPE,745224534,Stub,6.9270000000000005
Dimitar Ganev,bulgaria,EUROPE,745931942,Stub,6.9270000000000005
Konstantin Bozveliev,bulgaria,EUROPE,746079476,Start,6.9270000000000005
Vladimir Kuzov,bulgaria,EUROPE,746360445,Start,6.9270000000000005
Rayko Daskalov,bulgaria,EUROPE,747091965,GA,6.9270000000000005
Tsvetko Boboshevski,bulgaria,EUROPE,747258783,Stub,6.9270000000000005
Alexander Bozhkov,bulgaria,EUROPE,749531032,Stub,6.9270000000000005
Georgi Traykov,bulgaria,EUROPE,750237493,Start,6.9270000000000005
Plamen Manushev,bulgaria,EUROPE,750301806,Start,6.9270000000000005
Georgi Svilenski,bulgaria,EUROPE,751546702,Stub,6.9270000000000005
Chavdar Kyuranov,bulgaria,EUROPE,754138035,Start,6.9270000000000005
Mihail Mikov,bulgaria,EUROPE,756506828,C,6.9270000000000005
Vladimir Damgov,bulgaria,EUROPE,756706295,Start,6.9270000000000005
Petar Gudev,bulgaria,EUROPE,756741997,Stub,6.9270000000000005
Nikolay Bliznakov,bulgaria,EUROPE,758031736,Stub,6.9270000000000005
Tsvetlin Yovchev,bulgaria,EUROPE,758305040,Stub,6.9270000000000005
Rumen Petkov (politician),bulgaria,EUROPE,758423463,Stub,6.9270000000000005
Angel Marin,bulgaria,EUROPE,759871934,Stub,6.9270000000000005
Bozhidar Lukarski,bulgaria,EUROPE,760562041,Stub,6.9270000000000005
Gavril Krastevich,bulgaria,EUROPE,761211695,Stub,6.9270000000000005
Margarita Popova,bulgaria,EUROPE,761264606,Stub,6.9270000000000005
Rumen Hristov (politician),bulgaria,EUROPE,761358795,Stub,6.9270000000000005
Georgi Kirkov,bulgaria,EUROPE,761955907,Stub,6.9270000000000005
Nikolay Nenchev,bulgaria,EUROPE,762280823,Stub,6.9270000000000005
Korneliya Ninova,bulgaria,EUROPE,763168551,Start,6.9270000000000005
Vasil Nikolov Karagiosov,bulgaria,EUROPE,763381885,Start,6.9270000000000005
Martin Zaimov,bulgaria,EUROPE,764820696,Start,6.9270000000000005
Todor Burmov,bulgaria,EUROPE,765810715,Start,6.9270000000000005
Svetoslav Vitkov,bulgaria,EUROPE,766446227,Start,6.9270000000000005
Velko Valkanov,bulgaria,EUROPE,766479001,Stub,6.9270000000000005
Ivan Kostov,bulgaria,EUROPE,766706983,C,6.9270000000000005
Velizar Enchev,bulgaria,EUROPE,767888909,Start,6.9270000000000005
Nonka Matova,bulgaria,EUROPE,768402325,Start,6.9270000000000005
Todor Pavlov,bulgaria,EUROPE,768834178,Stub,6.9270000000000005
Stefan Sofiyanski,bulgaria,EUROPE,771011721,Start,6.9270000000000005
Gospodin Tonev,bulgaria,EUROPE,771807268,Start,6.9270000000000005
Georgi Ananiev,bulgaria,EUROPE,771980428,Stub,6.9270000000000005
Dimitar Iliev Popov,bulgaria,EUROPE,771985307,Stub,6.9270000000000005
Kostadin Kostadinov (politician),bulgaria,EUROPE,772267717,Start,6.9270000000000005
Zhan Videnov,bulgaria,EUROPE,772298892,C,6.9270000000000005
Yordan Sokolov,bulgaria,EUROPE,772612834,Start,6.9270000000000005
Hristo Ivanov (politician),bulgaria,EUROPE,773021411,Start,6.9270000000000005
Milen Veltchev,bulgaria,EUROPE,773053296,Stub,6.9270000000000005
Petar Beron (politician),bulgaria,EUROPE,773419854,Start,6.9270000000000005
Lyutvi Mestan,bulgaria,EUROPE,774947675,Stub,6.9270000000000005
Tatyana Doncheva,bulgaria,EUROPE,775932464,Start,6.9270000000000005
Veselin Mareshki,bulgaria,EUROPE,777995484,Start,6.9270000000000005
Konstantin Stoilov,bulgaria,EUROPE,779219839,Start,6.9270000000000005
Dimitar Peshev,bulgaria,EUROPE,779403604,C,6.9270000000000005
Ivan Hristov Bashev,bulgaria,EUROPE,779609111,Start,6.9270000000000005
Lyuben Berov,bulgaria,EUROPE,779609795,Stub,6.9270000000000005
Daniel Mitov,bulgaria,EUROPE,779611223,Stub,6.9270000000000005
Rositsa Yanakieva,bulgaria,EUROPE,780545748,Stub,6.9270000000000005
Volen Siderov,bulgaria,EUROPE,781126969,C,6.9270000000000005
Aleksandar Paunov,bulgaria,EUROPE,781623903,Stub,6.9270000000000005
Nikita Georgevitch Shervashidze,bulgaria,EUROPE,781679780,Stub,6.9270000000000005
Georgi Veselinov – Zograf,bulgaria,EUROPE,783327355,Start,6.9270000000000005
Carol Telbisz,bulgaria,EUROPE,783698913,Start,6.9270000000000005
Bozhidar Dimitrov,bulgaria,EUROPE,784136646,C,6.9270000000000005
Jonas Basanavičius,bulgaria,EUROPE,785121982,FA,6.9270000000000005
Petar Mladenov,bulgaria,EUROPE,785759881,C,6.9270000000000005
Anton Yugov,bulgaria,EUROPE,785759894,C,6.9270000000000005
Stanko Todorov,bulgaria,EUROPE,785759914,Stub,6.9270000000000005
Grisha Filipov,bulgaria,EUROPE,785759950,Start,6.9270000000000005
Georgi Atanasov (politician),bulgaria,EUROPE,785759986,Stub,6.9270000000000005
Petar Moskov,bulgaria,EUROPE,785886891,Start,6.9270000000000005
Andrey Lukanov,bulgaria,EUROPE,785939859,Start,6.9270000000000005
Guinio Ganev,bulgaria,EUROPE,785940232,Start,6.9270000000000005
Aleksandar Karakachanov,bulgaria,EUROPE,785943579,Start,6.9270000000000005
Karlo Lukanov,bulgaria,EUROPE,786904033,Start,6.9270000000000005
Hristo Lukov,bulgaria,EUROPE,787090921,Start,6.9270000000000005
Marija Atanassowa,bulgaria,EUROPE,787104172,Stub,6.9270000000000005
Mincho Neychev,bulgaria,EUROPE,787121543,Stub,6.9270000000000005
Vezhdi Rashidov,bulgaria,EUROPE,787149517,Start,6.9270000000000005
Nikola Mikhov,bulgaria,EUROPE,787278239,Start,6.9270000000000005
Racho Petrov,bulgaria,EUROPE,787652201,Start,6.9270000000000005
Reneta Indzhova,bulgaria,EUROPE,787734633,Start,6.9270000000000005
Dimitar Rizov,bulgaria,EUROPE,787792783,C,6.9270000000000005
Rayko Strahilov Raytchev,bulgaria,EUROPE,788028691,Start,6.9270000000000005
Stoyan Ganev,bulgaria,EUROPE,788035370,Start,6.9270000000000005
Radi Naidenov,bulgaria,EUROPE,788674871,C,6.9270000000000005
Andrey Kovatchev,bulgaria,EUROPE,788782058,C,6.9270000000000005
Andrey Novakov,bulgaria,EUROPE,788782062,C,6.9270000000000005
Antonia Parvanova,bulgaria,EUROPE,788782074,Stub,6.9270000000000005
Desislav Chukolov,bulgaria,EUROPE,788782088,Stub,6.9270000000000005
Iliana Ivanova,bulgaria,EUROPE,788782136,Start,6.9270000000000005
Ivailo Kalfin,bulgaria,EUROPE,788782145,Start,6.9270000000000005
Kristian Vigenin,bulgaria,EUROPE,788782151,Start,6.9270000000000005
Marusya Ivanova Lyubcheva,bulgaria,EUROPE,788782189,Stub,6.9270000000000005
Nikolay Mladenov,bulgaria,EUROPE,788782229,C,6.9270000000000005
Tomislav Donchev,bulgaria,EUROPE,788782265,Stub,6.9270000000000005
Ivan Todorov-Gorunia,bulgaria,EUROPE,788792841,Start,6.9270000000000005
Vasil Kanchov,bulgaria,EUROPE,788878131,Start,6.9270000000000005
Venko Markovski,bulgaria,EUROPE,788923374,C,6.9270000000000005
Anastasia Dimitrova-Moser,bulgaria,EUROPE,788984082,Start,6.9270000000000005
Dimo Hadzhidimov,bulgaria,EUROPE,789665748,Start,6.9270000000000005
Valeri Simeonov,bulgaria,EUROPE,789744497,Start,6.9270000000000005
Krastyu Trichkov,bulgaria,EUROPE,789926430,Start,6.9270000000000005
Traycho Traykov,bulgaria,EUROPE,790781011,Start,6.9270000000000005
Yavor Notev,bulgaria,EUROPE,790970165,Stub,6.9270000000000005
Evdokiya Maneva,bulgaria,EUROPE,790972397,Stub,6.9270000000000005
Yordanka Fandakova,bulgaria,EUROPE,790972435,Start,6.9270000000000005
Daniela Bobeva,bulgaria,EUROPE,790972673,Start,6.9270000000000005
Emel Etem Toshkova,bulgaria,EUROPE,791177687,Start,6.9270000000000005
Nikolay Banev,bulgaria,EUROPE,791307332,C,6.9270000000000005
Lyuben Dilov Jr.,bulgaria,EUROPE,793051551,Start,6.9270000000000005
Mustafa Karadaya,bulgaria,EUROPE,793374491,Start,6.9270000000000005
Georgi Valkovich,bulgaria,EUROPE,793676759,C,6.9270000000000005
Prince Kiril of Bulgaria,bulgaria,EUROPE,793915352,Start,6.9270000000000005
Zorka Parvanova,bulgaria,EUROPE,794283240,Start,6.9270000000000005
Plamen Oresharski,bulgaria,EUROPE,794944057,C,6.9270000000000005
Andon Dimitrov,bulgaria,EUROPE,795000795,Start,6.9270000000000005
Nikolay Dobrev,bulgaria,EUROPE,795957142,Start,6.9270000000000005
Plamen Grozdanov,bulgaria,EUROPE,796020342,Stub,6.9270000000000005
Elena Poptodorova,bulgaria,EUROPE,796272668,C,6.9270000000000005
Aleksandar Stamboliyski,bulgaria,EUROPE,796437164,C,6.9270000000000005
Marin Raykov,bulgaria,EUROPE,796439678,Stub,6.9270000000000005
Aleksandar Alekov,bulgaria,EUROPE,796888848,Start,6.9270000000000005
Rosen Vladimirov,bulgaria,EUROPE,797042027,Stub,6.9270000000000005
Ekaterina Zakharieva,bulgaria,EUROPE,797417810,Start,6.9270000000000005
Ivaylo Moskovski,bulgaria,EUROPE,797418034,Stub,6.9270000000000005
Temenuzhka Petkova,bulgaria,EUROPE,797418096,Stub,6.9270000000000005
Eva Maydell,bulgaria,EUROPE,797498910,Start,6.9270000000000005
Damyan Velchev,bulgaria,EUROPE,797505420,Stub,6.9270000000000005
Aleksandar Protogerov,bulgaria,EUROPE,797546280,Start,6.9270000000000005
Vladislav Goranov,bulgaria,EUROPE,797558117,Stub,6.9270000000000005
Angel Dzhambazki,bulgaria,EUROPE,797633711,Start,6.9270000000000005
Georgi Dzhagarov,bulgaria,EUROPE,797745316,Stub,6.9270000000000005
Hassan Ademov,bulgaria,EUROPE,797836169,Stub,6.9270000000000005
Delyan Peevski,bulgaria,EUROPE,797859107,C,6.9270000000000005
Aleksandar Lilov,bulgaria,EUROPE,797940463,C,6.9270000000000005
Alexi Ivanov,bulgaria,EUROPE,798263072,Start,6.9270000000000005
Kristalina Georgieva,bulgaria,EUROPE,798560330,C,6.9270000000000005
Nikola Milev,bulgaria,EUROPE,798588458,C,6.9270000000000005
Atanas Semerdzhiev,bulgaria,EUROPE,799365072,Stub,6.9270000000000005
George Ganchev,bulgaria,EUROPE,799370110,C,6.9270000000000005
Delyan Dobrev,bulgaria,EUROPE,799542538,Stub,6.9270000000000005
Todor Ivanchov,bulgaria,EUROPE,799801919,Stub,6.9270000000000005
Ognyan Gerdzhikov,bulgaria,EUROPE,799931161,Start,6.9270000000000005
Sergei Ignatov,bulgaria,EUROPE,800117093,Stub,6.9270000000000005
Slavcho Binev,bulgaria,EUROPE,800123910,Start,6.9270000000000005
Stefan Stambolov,bulgaria,EUROPE,800138871,C,6.9270000000000005
Dolores Arsenova,bulgaria,EUROPE,800219716,Start,6.9270000000000005
Dimitar Grekov,bulgaria,EUROPE,800288565,Start,6.9270000000000005
Valentin Fortunov,bulgaria,EUROPE,801087435,Start,6.9270000000000005
Ekaterina Mihaylova,bulgaria,EUROPE,801237179,Start,6.9270000000000005
John Casimir Ehrnrooth,bulgaria,EUROPE,802210830,Start,6.9270000000000005
Alexander Bogoridi,bulgaria,EUROPE,802446356,Start,6.9270000000000005
Zhelyu Zhelev,bulgaria,EUROPE,802451314,C,6.9270000000000005
Petar Nikolov-Zikov,bulgaria,EUROPE,802697352,C,6.9270000000000005
Tsetska Tsacheva,bulgaria,EUROPE,802729383,C,6.9270000000000005
Petar Gabrovski,bulgaria,EUROPE,802821396,C,6.9270000000000005
Ivan Ivanov Bagryanov,bulgaria,EUROPE,802942950,Start,6.9270000000000005
Stoyan Danev,bulgaria,EUROPE,802943877,Start,6.9270000000000005
Dimitar Petkov,bulgaria,EUROPE,803206765,Start,6.9270000000000005
Anyu Angelov,bulgaria,EUROPE,803758944,Start,6.9270000000000005
Nikolai Tsonev,bulgaria,EUROPE,803759029,Start,6.9270000000000005
Georgi Pirinski Jr.,bulgaria,EUROPE,803861531,Start,6.9270000000000005
Kalina Balabanova,bulgaria,EUROPE,803939628,Stub,6.9270000000000005
